GeneID1,GeneID2,weight
64750,9306,1.0
64750,57403,1.0
64750,64284,1.0
64750,6045,1.0
64750,64746,1.0
64750,51433,1.0
64750,135932,1.0
64750,7805,1.0
64750,60682,1.0
64750,166336,1.0
64750,9993,1.0
64750,8175,1.0
64750,144165,1.0
64750,28512,1.0
64750,23534,1.0
64750,2041,1.0
64750,3394,1.0
64750,7980,1.0
64750,54331,1.0
10075,26994,1.0
10075,4087,1.0
10075,7157,1.0
10075,4093,1.0
10075,1029,1.0
10075,4170,1.0
10075,7805,1.0
10075,6346,1.0
29978,26994,1.0
29978,56893,1.0
29978,7337,1.0
29978,55660,1.0
29978,8945,1.0
29978,5710,1.0
29978,6184,1.0
29978,11047,1.0
29978,9709,1.0
29978,8916,1.0
29978,6782,1.0
10241,26994,1.0
10241,11201,1.0
10241,1616,1.0
10241,50628,1.0
10241,6464,1.0
10241,3964,1.0
10241,80028,1.0
10241,51588,1.0
10241,6717,1.0
10241,85302,1.0
10241,7186,1.0
10241,11170,1.0
10241,3983,1.0
10241,55388,1.0
10241,11345,1.0
10241,84708,1.0
10241,80125,1.0
10241,79797,1.0
10241,9802,1.0
10241,9513,1.0
10241,114822,1.0
10241,112858,1.0
10241,27332,1.0
10241,5725,1.0
10241,5682,1.0
10241,27301,1.0
10241,27132,1.0
10241,25804,1.0
10241,84759,1.0
10241,79088,1.0
10241,94039,1.0
10241,26036,1.0
10241,6602,1.0
10241,23710,1.0
10241,58155,1.0
10241,10922,1.0
10241,55861,1.0
10241,7755,1.0
10241,8115,1.0
10241,6944,1.0
9765,26994,1.0
9765,5499,1.0
9765,10043,1.0
9765,8411,1.0
56893,1915,1.0
56893,26994,1.0
56893,29978,1.0
56893,10254,1.0
56893,10971,1.0
56893,6310,1.0
56893,10482,1.0
56893,5886,1.0
56893,6256,1.0
56893,6696,1.0
56893,1295,1.0
56893,7041,1.0
56893,5764,1.0
56893,4093,1.0
56893,29979,1.0
56893,55660,1.0
56893,51304,1.0
56893,9146,1.0
56893,7186,1.0
56893,10921,1.0
56893,9094,1.0
56893,5300,1.0
56893,8883,1.0
56893,80125,1.0
56893,3489,1.0
56893,6366,1.0
56893,5054,1.0
56893,862,1.0
56893,2664,1.0
56893,1760,1.0
56893,10551,1.0
56893,9278,1.0
56893,7462,1.0
56893,30008,1.0
56893,9802,1.0
56893,6598,1.0
56893,60626,1.0
56893,4193,1.0
56893,64112,1.0
56893,1478,1.0
56893,10989,1.0
56893,11052,1.0
56893,113878,1.0
56893,9260,1.0
56893,9463,1.0
56893,3925,1.0
56893,1315,1.0
56893,6406,1.0
56893,22955,1.0
56893,4192,1.0
56893,9240,1.0
56893,6184,1.0
56893,2286,1.0
56893,5799,1.0
56893,5798,1.0
56893,871,1.0
56893,114897,1.0
56893,4867,1.0
56893,1906,1.0
56893,5479,1.0
56893,10742,1.0
56893,5480,1.0
56893,6692,1.0
56893,7432,1.0
56893,79096,1.0
56893,22954,1.0
56893,4302,1.0
56893,6092,1.0
56893,57326,1.0
56893,4832,1.0
56893,2882,1.0
56893,5552,1.0
56893,9419,1.0
56893,2563,1.0
56893,8913,1.0
56893,64770,1.0
56893,3099,1.0
56893,57409,1.0
56893,4878,1.0
56893,8396,1.0
56893,8241,1.0
56893,23420,1.0
56893,51322,1.0
56893,80318,1.0
56893,56937,1.0
56893,7755,1.0
56893,55148,1.0
56893,8324,1.0
56893,84970,1.0
56893,5100,1.0
56893,3615,1.0
56893,374,1.0
56893,121506,1.0
56893,10961,1.0
56893,4267,1.0
56893,57161,1.0
56893,58506,1.0
56893,4942,1.0
56893,64753,1.0
56893,55837,1.0
56893,23414,1.0
56893,26206,1.0
56893,55295,1.0
56893,7031,1.0
56893,5276,1.0
56893,203260,1.0
56893,1041,1.0
56893,2001,1.0
56893,408050,1.0
56893,9982,1.0
56893,23283,1.0
56893,27253,1.0
56893,83440,1.0
56893,51286,1.0
56893,338692,1.0
56893,54749,1.0
56893,7390,1.0
56893,10123,1.0
56893,51706,1.0
56893,10954,1.0
56893,6447,1.0
56893,26762,1.0
56893,80332,1.0
56893,6782,1.0
56893,7857,1.0
56893,5768,1.0
56893,28951,1.0
56893,65117,1.0
56893,150771,1.0
56893,23112,1.0
56893,79152,1.0
56893,79879,1.0
56893,124220,1.0
56893,27122,1.0
5788,26994,1.0
5788,2534,1.0
5788,7430,1.0
5788,3956,1.0
5788,1459,1.0
5788,1457,1.0
5788,914,1.0
5788,912,1.0
5788,925,1.0
5788,3667,1.0
5788,1803,1.0
5788,2885,1.0
5788,3683,1.0
5788,3643,1.0
5788,5047,1.0
5788,4067,1.0
5788,5921,1.0
5788,3718,1.0
5788,5777,1.0
5788,3932,1.0
5788,920,1.0
5788,7535,1.0
5788,919,1.0
5788,2214,1.0
